2.431143651517481885e+01 3.527556199786024393e+01 8.083466389429507615e+01
1.644214608480609741e+01 7.770292691155276543e+00 3.444571854858455406e+00
2.257495049126219300e+01 2.870982357371415361e+01 4.084074816974650446e+01
1.677436409945796569e+01 1.185615376913113295e+01 5.728081111467568931e+00
8.296269606227603788e+00 9.104339488577172901e+00 5.569071328315937208e+00
1.487631931645950445e+01 1.891280176642395006e+01 1.555932117705066098e+01
2.016820060480153032e+01 1.146136297170016327e+01 6.537846904901083001e+00
2.033865029692243098e+01 2.506045948554590197e+01 1.940105242546090381e+01
1.550387241008769657e+01 1.409985361606201515e+01 1.930841813338485480e+01
1.139454217648167855e+01 3.709084058864238198e+00 1.089750814777043386e+00
2.751017395198665483e+01 3.781338489476324227e+00 3.438638347098766923e-01
2.031354732145434028e+01 1.925673502283047256e+01 4.172215304594585206e+01
1.779717751036072215e+01 1.643375691368780167e+01 4.155636086793746387e+01
1.617237850382724673e+01 1.732374952842858917e+01 4.004674930258304677e+00
2.060862922545362252e+01 2.410084654959583617e+01 1.951694851573959966e+01
1.464361988495719658e+01 2.248437287728520140e+00 2.526474018565183499e-01
1.857474523975865566e+01 3.680805631134839473e+01 2.112352657241061848e+01
1.933710085239842158e+01 2.591577386936198124e+01 7.351020126256892162e+00
2.181752816900223380e+01 3.303580913645664907e+01 2.581507471992957292e+01
1.768037551389828010e+01 3.158212491911449504e+01 5.076238529105526709e+01
6.043086497814404545e+00 6.655576524468854061e+00 2.058085233907287925e+00
6.516541384470293075e+00 2.711409360135558444e+00 7.377484995194639739e-01
8.938645727886830983e+00 2.774733173752065074e+00 7.922834920124097735e-01
2.230687536355973322e+01 2.716632231941286690e+01 2.525121733557123704e+01
1.383469185079676045e+01 7.012136909260959783e+00 2.045524532882533109e+00
3.920663511999790529e+01 4.507630251077622319e+01 3.179323268294936611e+01
1.884470573325026876e+01 1.043279162404011373e+01 3.161649183674209773e+00
2.750331734048198840e+01 2.913975432085047856e+01 2.739030277691237814e+01
3.281790403225830488e+01 5.625981098053250662e+01 3.712045987990266127e+01
7.129137320839503467e+00 3.006862873116572299e+00 6.604162862273657009e-01
2.777715497532010858e+01 1.251086216266036999e+01 1.347599185258112398e+00
8.925814057864981166e+00 1.790299396256330766e+01 2.533354600771985332e+01
1.554422905630883456e+01 7.828383659512255122e+00 2.427496368524339587e+00
1.503855416552453583e+01 6.494858657400980562e+00 1.921189408043409541e+00
9.753347410474329848e+00 7.206523088976926950e+00 8.234405754214371598e+00
1.398691111251884323e+01 1.343544262411974088e+01 5.892024802336832678e+00
9.957907772046855399e+00 6.659027758119640872e+00 2.560115730176646842e+00
1.787180032037524668e+01 1.862297863522081798e+01 9.076333545511040768e+00
2.237916945652343870e+01 1.123604357982395818e+01 4.616448830931579650e+00
1.179799871171359271e+01 9.596448751027327972e+00 4.250438587440198646e+00
2.683915475440504039e+01 2.911955026922382572e+01 2.390425702975177558e+01
2.439738904411418829e+01 5.299833139544992378e+01 5.333529896952047267e+01
2.051146822926812163e+01 2.528603666281170348e+01 3.688729213581866162e+01
2.373577459755077612e+01 3.954986323261375958e+01 4.269124093881386983e+01
3.890024326765735729e+00 3.959832361804732415e+00 1.844951575708667635e+00
2.413541943667890166e+01 2.124787995571094257e+01 9.351944953576721176e+00
2.614094872590058216e+01 2.844488351672388049e+01 2.095442429088596370e+01
8.758304393899351226e+00 1.441951369318043064e+01 5.808961813841684751e+00
6.645885284467260234e+00 4.014244461580707579e+00 1.202777305462835455e+00
2.390415666086558488e+01 6.588810074118243598e+00 2.141471672759192479e+00
4.660347400791000894e+01 4.584848896961067766e+01 2.197478825978680206e+01
5.080050210010004008e+00 4.614398860164992122e+00 3.165045944506341247e+00
1.214033238481309773e+01 7.667008037353339134e+00 1.529513432093237757e+00
4.204083779162933610e+01 2.188204792372439300e+01 5.998774942249749387e+00
8.217359384920458254e+00 5.649396963434632823e+00 6.635490245787621921e-01
1.380861383008919496e+01 6.924929939811605983e+00 1.314865177204865621e+00
1.506092049106426600e+01 1.559219957993199301e+01 7.190475786167232819e+00
2.304867053984873237e+01 3.775035710539530243e+01 2.104867395193670987e+01
2.014514584482736836e+01 2.602354150848015024e+01 2.076142239333595185e+01
2.251652410953430916e+01 1.192135085377124959e+01 6.204100292451180110e+00
8.755202262917485712e+00 7.447374007319944589e+00 2.616730980429006426e+00
1.231538734626239417e+01 1.444677089887893295e+01 6.641606959757288209e+00
9.047670586778339796e+00 6.250833802669097494e+00 3.505026240433930518e+00
1.674438493130653782e+01 2.591840063543917339e+01 3.094290111611324789e+01
1.744591533758379853e+01 3.281145480620267563e+01 3.456905511714084867e+01
2.049758811676028003e+01 3.406837717971875890e+01 3.390329668657049211e+01
1.126513964147993541e+01 1.669185545803242121e+01 1.128432646249380156e+01
9.615854149833529263e+00 1.234409377555502374e+01 1.188317093778145939e+01
1.772038762415464674e+01 2.904028422327291992e+01 3.313191272698331602e+01
2.536619364553412836e+01 4.918252474816959108e+01 7.947536157215499486e+01
2.766529582298028700e+01 4.368474154164956502e+01 5.091770813845768373e+01
1.093263777582908425e+01 7.610135847516919405e+00 6.573359086169157095e+00
9.673359316591765733e+00 5.466384838324111151e+00 1.822243072758532367e+00
2.507230704488458528e+01 2.993664802880830678e+01 1.836116842318278231e+01
2.651536015326472651e+01 2.277787099496963563e+01 7.609508106922826087e+00
2.018324761425639124e+01 2.861546932159962964e+01 2.217262740610473415e+01
1.263007071225131206e+01 8.226506391582754318e+00 3.305302916387202306e+00
8.102021717238871545e+00 8.133155704195477398e+00 8.780922853494388391e+00
1.066994010233635493e+01 4.205053037223955847e+00 1.212930976108403058e+00
1.877270144846316313e+01 3.883746413578673895e+01 4.013051254039306315e+01
1.188236624331921298e+01 1.442115543660663235e+01 9.617084200707630259e+00
2.508705094765827592e+00 7.688117068126241183e-01 1.861639972374291296e-01
3.242516682814431306e+01 3.027101860508340181e+01 3.379483782737086983e+01
1.554174471682107139e+01 2.759188879800844418e+01 2.519492232710493695e+01
1.053826197700675849e+01 1.048561945535330509e+01 9.947630189341518658e+00
2.057971374513144269e+01 2.708460370816987606e+01 3.742301491791181434e+01
2.593814391219278548e+01 2.545242771951651406e+01 4.041945101087878633e+00
1.331771808221338382e+01 1.787962518336509987e+01 1.743524111233416818e+01
6.792103232082847164e+00 5.301160759141192891e+00 1.834552314321105992e+00
1.090334664490387517e+01 6.618015025525171957e+00 2.696270260124058460e+00
1.145771658745796451e+01 8.302814426651451640e+00 2.289466045532167371e+00
2.283204618637469352e+01 4.425499157311604392e+01 4.037010374543212521e+01
2.380595385600704006e+01 2.695507270020372559e+01 1.017402616931169845e+01
1.091792149937868395e+01 1.162906699480889650e+01 1.607867483122593910e+01
5.879339320640451838e+00 2.141335341185500951e+00 9.546589534833762603e-01
6.743645694448957784e+00 1.114771000248253374e+00 2.370864439877262420e-01
1.430000405879550662e+01 1.359433734575495833e+01 2.774104091850746912e+01
2.430761177248097127e+01 2.737047538865085272e+01 1.674328762706263163e+01
7.160101155564283282e+00 3.431458889680761626e+00 6.520194988066284614e-01
2.574639467588405850e+01 3.280782013574544465e+01 9.123683615978277928e+00
1.700001124570707844e+01 6.050283624658693071e+00 1.776017019625771853e+00
4.768117128739302046e+00 2.618640018671470671e+00 8.256300045084061789e-01
1.460105690039822335e+01 1.011275268589678689e+01 2.905343832989275565e+00
4.385075468171100610e+00 9.430773802525387328e-01 1.093849186909903320e-01
1.109494323261438709e+01 6.202568602597432701e+00 6.018632360995684216e+00
1.069669517346723708e+01 1.381043072538420624e+01 9.578505567521766295e+00
1.134273050293803742e+01 1.326614830611399576e+01 5.724275385365722890e+00
8.456881800833061291e+00 6.462650259039924627e+00 1.620776643923946159e+00
1.119024570026635601e+01 7.419698005119466977e+00 2.630623691781271756e+00
1.988126637366502436e+01 3.096165985911753893e+01 2.225465352454608592e+01
1.591723021056944454e+01 6.866456593731803615e+00 2.617897100999936111e+00
1.050636942635268056e+01 1.122635670558978305e+01 4.041726231964805294e+00
8.618200097130090498e+00 1.400409208807607619e+01 1.750687981095726897e+01
